#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF,#FF00FF
#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066,#660066
